Name,Booth,Category,Website,Address
Fraunhofer AVIATION & SPACE,M22,Research | Subsystem / Systems Supplier | Security / Government,http://www.aviation-space.fraunhofer.de,"Appelsgarten 2, Euskirchen, NRW, Germany, 53879."
Fraunhofer AVIATION & SPACE,N11,Research | Subsystem / Systems Supplier | Security / Government,http://www.aviation-space.fraunhofer.de,"Appelsgarten 2, Euskirchen, NRW, Germany, 53879."
Fraunhofer-Institut für Physikalische Messtechnik IPM,E51,Research | Optics | Test & Measurement,http://www.ipm.fraunhofer.de,"Georges-Köhler-Allee 301, Deutschland, Baden-Württemberg, Germany, 79110."
FRENCH PAVILION,U21,Security / Government,http://www.entreprises.cci-paris-idf.fr/web/international,"22 rue Georges Picquart, Paris, France, 75017."
FRENCH PAVILION,U29,Media / Association | Security / Government,http://www.entreprises.cci-paris-idf.fr/web/international,"22 rue Georges Picquart, Paris, France, 75017."
Frontgrade,N31,Software Supplier / Developer | Components – Electronic / Electrical | Electronics Manufacturing,http://www.frontgrade.com,"4350 Centennial Blvd, Colorado Springs, CO, United States, 80907."
FSO Instruments,K02,Manufacturing | Optics | Communications & Ground Systems,http://www.fso-instruments.nl,"Delftechpark 23, Delft, Netherlands, 2628XJ."
"Furukawa Electric Co., Ltd.",X02,Materials Supplier | Components – Electronic / Electrical | Interconnect / Cable & Wire,http://www.furukawa.co.jp,"Tokiwabashi Tower, 2-6-4, Ote-Machi, Chiyoda-Ku, Tokyo, Japan, 100-8322."
Galaxia,321,Satellite Operations / Development | Subsystem / Systems Supplier,http://www.gx.space,"501-1869 Upper Water St, Halifax, NS, Canada, B3J 1S7."
GATE Space,E25,Components – Mechanical / Other | Subsystem / Systems Supplier,http://www.gate.space,"Office Park 2/5. OG, Vienna, Austria, 1300."
Gatehouse Satcom A/S,Z19,Software Supplier / Developer | Test & Measurement | Communications & Ground Systems,http://www.gatehousesatcom.com,"Strømmen 6, Nørresundby, Denmark, 9400."
Genergo S.r.l.,ZZZ11,Research | Satellite Operations / Development | Subsystem / Systems Supplier,http://www.genergo.space,"Via Cadorna 5, Como, Altro, Italy, 22100."
GEOSYSTEMS HELLAS S.A.,R40,Research | Software Supplier / Developer | Satellite Operations / Development,https://www.geosystems-hellas.gr/,"225 Imittou, Athens, Attica, Greece, GR 11632."
GERADTS GMBH,H41,Design / Engineering Services | Manufacturing | Subsystem / Systems Supplier,http://www.geradts.de,"Kleiner Ort 8, Bremen, Germany, 28357."
German Aerospace Center (DLR),J28,Research | Satellite Operations / Development | Communications & Ground Systems,http://DLR.de/en,"Linder Hoehe, Cologne, Germany, 51147."
German Orbital Systems GmbH,M01,Research | Components – Mechanical / Other | Manufacturing,http://www.orbitalsystems.de,"Reuchlinstr. 10-11, Berlin, Germany, 10553."
Getelec,U29,Components – Electronic / Electrical | Components – Mechanical / Other | Electronics Manufacturing,http://www.getelec.com,"375 Avenue Morane Saulnier, Buc, France, 78530."
Ghalam LLP,ZZ15,Design / Engineering Services | Manufacturing | Satellite Operations / Development,http://www.ghalam.kz,"Turan ave. 89, Astana, Yesil district, Kazakhstan, 010000."
GISPartner,N30,Design / Engineering Services | Software Supplier / Developer | Subsystem / Systems Supplier,https://www.gispartner.pl/,"Dlugosza 60, Wroclaw, Poland, 51-162."
Glenair GmbH,L31,Components – Electronic / Electrical | Interconnect / Cable & Wire | Manufacturing,http://www.glenair.de,"Schaberweg 28, Bad Homburg, Germany, D-61348."
GMV,H21,Software Supplier / Developer | Satellite Operations / Development | Subsystem / Systems Supplier,http://www.gmv.com,"Calle Isaac Newton, 11, 28760, Tres Cantos, Spain, Madrid."
GOIMEK,Q16,Components – Mechanical / Other,https://www.goimek.com/en,"Itziar Industrial Estate 2, P.O.Box 5, Itziar - Deba, Spain, 20829."
GomSpace,B39,Components – Electronic / Electrical | Satellite Operations / Development | Subsystem / Systems Supplier,http://www.gomspace.com,"Langagervej 6, Aalborg East, Denmark, 9220."
Goonhilly,A05,Communications & Ground Systems | Security / Government,https://www.goonhilly.org,"Goonhilly Earth Station Ltd, Goonhilly Earth Station, Goonhilly Downs,, Helston, Cornwall, United Kingdom, TR12 6LQ."
GovSat,J45,Satellite Operations / Development | Communications & Ground Systems | Security / Government,https://govsat.lu/,"Château de Betzdorf, Betzdorf, Luxembourg, L-6815."
GP:50,A30,Materials Supplier | Components – Electronic / Electrical | Test & Measurement,http://www.gp50.com,"2770 Long Rd, Grand Island, NY, United States, 14072."
GPD Optoelectronics,ZZ20,Components – Electronic / Electrical | Optics | Communications & Ground Systems,http://www.gpd-ir.com,"7 Manor Parkway, Salem, NH, United States, 03079."
Gradel s.a.r.l,J45,Design / Engineering Services | Components – Mechanical / Other | Communications & Ground Systems,http://www.gradel.lu,"6, Z.A.E. Triangle Vert, Ellange, Luxembourg, 5691."
Gran Systems,A26,Components – Mechanical / Other | Manufacturing | Subsystem / Systems Supplier,http://www.gransystems.com,"3F 489 Sanmin Road Sec. 1, Jongli, Taoyuan, Taiwan, 320."
"Green Optics Co., Ltd.",X35,Materials Supplier | Manufacturing | Optics,http://www.greenoptics.com,"Ochang Science Venture Zone, 45, Gangni 1-gil,Ochang-eup, Cheongju-si Cheongwon-gu, South Korea, 28126."
Greenray Industries,ZZ43,Components – Electronic / Electrical,http://www.greenrayindustries.com,"840 W. Church Road, Mechanicsburg, PA, United States, 17055."
Groundcom,R36,Communications & Ground Systems,https://groundcom.space/,"Purkynova 649/127, Brno, Czech Republic, 612 00."
Groundspace,D09,Software Supplier / Developer | Satellite Operations / Development | Communications & Ground Systems,http://www.groundspace.io,"51 rue Barbara, Montpellier, France, 34080."
Group ACB,K41,Design / Engineering Services | Components – Electronic / Electrical | Manufacturing,http://www.groupacb.com,"Vosmeer 3, Dendermonde, Belgium, BE-9200."
"GTL Co., Ltd.",430,Facilities Engineering | Manufacturing | Communications & Ground Systems,http://www.gtlsystems.kr,"64, Dongjeonsandandong-ro 12beon-gil, Buk-myeon, Uichang-gu,, Changwon-si, Gyeongsangnam-do, South Korea, 51107."
GTM Advanced Structures,623,Design / Engineering Services | Manufacturing | Subsystem / Systems Supplier,http://www.gtm-as.com,"Laan van Ypenburg 84, The Hague, Netherlands, 2497 GB."
Gurley Precision Instruments,R41,Components – Electronic / Electrical | Components – Mechanical / Other | Subsystem / Systems Supplier,http://www.gurley.com,"514 Fulton Street, Troy, NY, United States, 12180."
H. Butting GmbH & Co. KG,J53,Materials Supplier | Components – Mechanical / Other | Manufacturing,https://www.butting.com/,"Gifhorner Straße 59, Knesebeck, Germany, 29379."
"Haigh-Farr, Inc",T44,Design / Engineering Services | Electronics Manufacturing | Communications & Ground Systems,http://www.haigh-farr.com,"43 Harvey Road, Bedford, NH, United States, 03110."
Halo,A05,Media / Association | Manufacturing | Security / Government,http://WWW.HA-LO.CO,"97 Holmbush Road, Saint Austell, United Kingdom, PL25 3LL."
Harmonic Drive SE,U61,Design / Engineering Services | Components – Electronic / Electrical | Components – Mechanical / Other,https://harmonicdrive.de/en,"Hoenbergstraße 14, Limburg an der Lahn, Germany, 65555."
Harmonic Drive SE,T50,Design / Engineering Services | Components – Electronic / Electrical | Components – Mechanical / Other,https://harmonicdrive.de/en,"Hoenbergstraße 14, Limburg an der Lahn, Germany, 65555."
Harp Technologies Ltd,P36,Design / Engineering Services | Research | Components – Electronic / Electrical,https://harptechnologies.com,"Tekniikantie 12, Espoo, Finland, 02150."
Harwin,X14,Components – Electronic / Electrical | Electronics Manufacturing | Interconnect / Cable & Wire,http://www.harwin.com,"Fitzherbert Road, Farlington, Portsmouth, Hampshire, United Kingdom, PO6 1RT."
HEGAN (Basque Aerospace Cluster),L28,Media / Association | Security / Government,https://www.hegan.com/Corporativa/Default.aspx,"Parque Tecnologico, 303, Zamudio, Spain, 48170."
Hellas Sat,R40,Engineering Consultancy | Satellite Operations / Development | Communications & Ground Systems,https://www.hellas-sat.net/contact,"48 Konstantinoupoleos, Koropi 19441 Athens, Greece, Koropi, Attica, Greece, 19441."
Hellenic Association of Space Industry - HASI,R40,Design / Engineering Services | Software Supplier / Developer | Components – Electronic / Electrical,https://www.hellenic-asi.org/,"7 Stratigi Str., Athens, Greece, 15451."
Hellenic Space Center,R40,Security / Government,https://hsc.gov.gr,"Kifisias Avenue 178, Athens, Greece, 15231."
Hellenic Technology of Robotics - HTR,R40,Design / Engineering Services | Research | Subsystem / Systems Supplier,http://www.htr.gr,"Delou str 1, KIFISSIA, ATTIKI, Greece, 14562."
HEMERIA,C41,Interconnect / Cable & Wire | Satellite Operations / Development | Subsystem / Systems Supplier,https://www.hemeria-group.com/,"8, impasse Boudeville, TOULOUSE, France, 31100."
Hermle Maschinenbau GmbH,Z10,Components – Mechanical / Other | Manufacturing | Communications & Ground Systems,http://www.hermle-generativ-fertigen.de,"Daimlerstraße 6, Ottobrunn, Bavaria, Germany, 85521."
Heron Engineering,R40,Engineering Consultancy | Design / Engineering Services | Components – Mechanical / Other,http://www.heron-engineering.gr,"2 Asklipiou St. & Mesolongiou, Athens, Greece, 14231."
Hessian State Chancellery,T50,Security / Government,http://www.stk.hessen.de,"Georg-August-Zinn-Straße 1, Wiesbaden, Germany, 65813."
Hessian State Chancellery,U61,Security / Government,http://www.stk.hessen.de,"Georg-August-Zinn-Straße 1, Wiesbaden, Germany, 65813."
"Hibiki Seiki Co., Ltd",800,Components – Mechanical / Other | Manufacturing,http://www.hibikiseiki.com/English.html,"tabe-186-2,Kikugawa-cho,, Shimonoseki-shi,, Yamaguchi, Japan, 750-0313."
Hikade Technologies s.r.o.,R36,Design / Engineering Services | Satellite Operations / Development | Test & Measurement,https://hikade.cz/cs/,"Purkyňova 2836/79a, Brno, Czech Republic, 61200."
Hipparcos SRL,Z25,Subsystem / Systems Supplier,https://www.hipparcos.space/,"Corso Re Umberto 5, Torino, Italy, Italy, 10121."
HITEC Luxembourg S.A.,J45,Engineering Consultancy | Test & Measurement | Communications & Ground Systems,http://www.hitec.lu,"49, rue du Baerendall, Mamer, Luxembourg, L-8212."
Honeywell,R36,Components – Electronic / Electrical | Components – Mechanical / Other | Communications & Ground Systems,http://www.honeywell.com,"V Parku 2325/16, Prague, Chodov, Czech Republic, 148 00."
HPS GmbH,J53,Components – Mechanical / Other | Subsystem / Systems Supplier | Communications & Ground Systems,http://www.hps-gmbh.com/,"Hofmannstraße 25-27, Munich, Germany, 81379."
HPtex GmbH - High Performance Textiles,J53,Materials Supplier | Components – Mechanical / Other | Manufacturing,https://www.hptex.de/,"Kirchenlamitzer Str. 115, Münchberg, Germany, 95213."
HQW Precision GmbH,232,Components – Mechanical / Other,http://www.hqw.gmbh,"Wachtelberg 23, Kürnach, Germany, 97273."
HSB Hochschule Bremen; City University of Applied Sciences,101,Research | Academia,http://www.hs-bremen.de,"Flughafenallee 10, Bremen, Bremen, Germany, 28199."
HUBER+SUHNER AG,V10,Components – Electronic / Electrical | Interconnect / Cable & Wire | Communications & Ground Systems,http://www.hubersuhner.com,"Degersheimerstrasse 14, Herisau, St., Switzerland, 9100."
Huld,R36,Engineering Consultancy | Design / Engineering Services | Software Supplier / Developer,https://huld.io/,"Namesti Winstona Churchilla 1800/2, Prague, Czech Republic, 13000."
Hunspace,T45,Research | Manufacturing | Subsystem / Systems Supplier,http://www.hunspace.org,"Kando Kalman 5., Miskolc, Hungary, 3534."
HyEnD e.V.,811,Academia,https://hyend.de/,"Pfaffenwaldring 29, Stuttgart, Baden Württemberg, Germany, 70569."
HyImpulse Technologies GmbH,Q10,Launch Services,http://www.hyimpulse.de,"Wilhelm-Maybach-Straße 5, Neuenstadt am Kocher, Baden-Württemberg, Germany, 74196."
Höckh - Parts Cleaning Technology,Y01,Design / Engineering Services | Manufacturing,http://www.hoeckh.com,"Untere Reute 58-66, Neuenbürg, Germany, 75305."
I-Photonics,E04,Components – Electronic / Electrical | Manufacturing | Optics,http://www.i-photonics.lt,"Parko g.3, Avižienių k., Vilniaus raj, Lithuania, LT-14198."
IABG mbH,M11,Engineering Consultancy | Optics | Test & Measurement,http://www.iabg.de,"Einsteinstraße 20, Ottobrunn, Germany, 85521."
ICFO,S26,Research | Optics | Communications & Ground Systems,http://www.icfo.eu,"Av. Friedrich Gauss, 3 UPC-PMT, Castelldefels, Barcelona, Spain, 08860."
ICOMAT,A05,Design / Engineering Services | Components – Mechanical / Other | Manufacturing,http://WWW.icomat.co.uk,"Unit 2, Gateway 12 Business Park, Davy Way, Hardwicke, Gloucester, United Kingdom, GL2 2BY."
IDOM,L28,Engineering Consultancy | Design / Engineering Services | Subsystem / Systems Supplier,https://www.idom.com/en/sector/science-technology/,"Zarandoa Etorbidea 23, Bilbao, Bizkaia, Spain, 48015."
IENAI SPACE,L28,Design / Engineering Services | Software Supplier / Developer | Subsystem / Systems Supplier,https://ienai.space/,"Avenida Gregorio Peces-Barba,1, Madrid, Spain, 28919."
IL Metronic Sensortechnik GmbH,333,Components – Electronic / Electrical | Electronics Manufacturing | Test & Measurement,http://www.il-metronic.com,"Mittelstraße 33, Ilmenau-Unterpörlitz, Germany, 98693."
Imagine Optic,U29,Optics | Test & Measurement | Communications & Ground Systems,https://www.imagine-optic.com/,"18 Rue Charles de Gaulle, Orsay, France, 91400."
IMEC,K41,Design / Engineering Services | Research | Manufacturing,http://www.imec-int.com,"Kapeldreef 75, Leuven, Belgium, 3001."
Impact Innovations GmbH,R45,Manufacturing | Subsystem / Systems Supplier,http://www.impact-innovations.com,"Bürgermeister-Steinberger-Ring 1, Rattenkirchen, Germany, 84431."
impulso.space,Q19,Launch Services | Facilities Engineering | Satellite Operations / Development,http://impulso.space,"Galleria Giovanni Berchet 4, Padova, Padova, Italy, 35131."
IMST GmbH,110,Engineering Consultancy | Design / Engineering Services,http://www.imst.de,"Carl-Friedrich-Gauss-Str. 2-4, Kamp-Lintfort, Germany, 47475."
IMST GmbH,E21,Engineering Consultancy | Design / Engineering Services,http://www.imst.de,"Carl-Friedrich-Gauss-Str. 2-4, Kamp-Lintfort, Germany, 47475."
IMV Europe Ltd.,B44,Test & Measurement,https://we-are-imv.com/en/,"Lange Strasse 14, Bramsche/Achmer, Germany, D-49565."
INASCO HELLAS,R40,Design / Engineering Services | Components – Mechanical / Other | Manufacturing,http://www.inasco.com/,"Avlonas Industrial Zone, Thesi Tsoumpa, Avlonas, Attica, Greece, GR-19011."
INDAERO GRUPO EMERGY,L28,Design / Engineering Services | Research | Manufacturing,http://www.grupoemergy.es/en,"P. Empresarial Espaldillas, Calle Diez nº10, Alcala de Guadaira, Sevilla, Spain, 41500."
Indra,C51,Prime Contractor | Communications & Ground Systems | Security / Government,https://www.indracompany.com/en,"Avda. Bruselas, 35, Alcobendas (Madrid), Spain, 28108."
INEGI – Institute of Science and Innovation in Mechanical and Industrial Engineering,C09,Design / Engineering Services | Research | Components – Mechanical / Other,http://www.inegi.pt,"INEGI - Campus da FEUP, Rua Dr. Roberto Frias, 400, Porto, Porto, Portugal, 4200-465."
Infineon,L47,Components – Electronic / Electrical | Electronics Manufacturing,http://www.infineon.com/hirel,"Am Campeon 1-15, Neubiberg, Germany, 85579."
Ingeniars Srl,Q11,Design / Engineering Services | Software Supplier / Developer | Test & Measurement,http://www.ingeniars.com,"Via Ponte a Piglieri, 8, Pisa PI, Italy, 56121."
INGENIERIA PROSIX SL,L28,Design / Engineering Services | Components – Mechanical / Other | Manufacturing,http://www.prosix.es,"Calle Calzada vieja de Ategorrieta 157, San Sebastian, Gipuzkoa, Spain, 20013."
InnaLabs®,ZZ13,Components – Electronic / Electrical | Subsystem / Systems Supplier,http://www.innalabs.com,"Blanchardstown Industrial Park,Snugborough Road,, Blanchardstown, Dublin 15, Ireland, D15 E682."
Innoflair,808,Software Supplier / Developer | Satellite Operations / Development | Communications & Ground Systems,http://www.innoflair.com,"Richard-Wagner-Weg 35, Darmstadt, Germany, 64287."
Innoflight,D17,Components – Electronic / Electrical | Satellite Operations / Development | Communications & Ground Systems,http://www.innoflight.com,"5880 Oberlin Drive, Suite 300, San Diego, CA, United States, 92121."
Innolite GmbH,H53,Components – Mechanical / Other | Manufacturing | Optics,http://www.innolite.de,"Liebigstrasse 20, Aachen, Germany, 52070."
Innovative Sensor Technology IST AG,L33,Components – Mechanical / Other | Manufacturing | Test & Measurement,http://www.ist-ag.com,"Stegrütistrasse 14, Ebnat-Kappel, St. Gallen, Switzerland, 9642."
INNOVENT Technologieentwicklung Jena e.V.,W05,Research | Test & Measurement,http://www.innovent-jena.de,"Prüssingstraße 27 B, Jena, Germany, 07745."
Inpraise Systems,R36,Components – Mechanical / Other | Electronics Manufacturing | Subsystem / Systems Supplier,https://www.inpraisesystems.cz/,"Bratří Hlaviců 80, Vsetín, Czech Republic, 755 01."
Integrated Detector Electronics AS (IDEAS),Z15,Design / Engineering Services | Components – Electronic / Electrical | Subsystem / Systems Supplier,https://ideas.no,"Maridalsveien 323, Oslo, Oslo, Norway, 0872."
Intella S.r.l.,311,Software Supplier / Developer | Satellite Operations / Development | Communications & Ground Systems,http://www.intella.tech,"Piazza Duse 1, Milan, Italy, 20122."
InterGravity Technologies Corporation,Y35,Launch Services | Manufacturing | Subsystem / Systems Supplier,https://intergravity.tech/,"#402, 243-7 Techno Jungang-ro, Yuseong-gu, Deajeon, South Korea, 34027."
Interstellar Technologies,B24,Launch Services,https://www.istellartech.com/en,"149-7, Memu, Taiki-cho, Hiroo-gun, Hokkaido, Japan, 892113."
Intopix,T15,Design / Engineering Services | Software Supplier / Developer | Satellite Operations / Development,https://www.intopix.com/,"Emile Francqui 9, Mont-Saint-Guibert, Brabant Wallon, Belgium, 1435."
Intracom Defense S.A. (IDE),R40,Electronics Manufacturing | Communications & Ground Systems | Security / Government,https://www.intracomdefense.com/,"21 Km. Markopoulou Ave., Koropi, Attica, Greece, 194-41."
INVENT GmbH,G11,Design / Engineering Services | Components – Mechanical / Other | Manufacturing,http://www.invent-gmbh.de,"Christian-Pommer-Straße 47, Braunschweig, Germany, 38112."
Involve Space,P10,Launch Services | Electronics Manufacturing | Communications & Ground Systems,http://www.involvespace.eu,"Via Oltrecolle 285, Lipomo, CO, Como, Italy, 22030."
ION-X,D50,Materials Supplier | Manufacturing | Subsystem / Systems Supplier,http://www.ion-x.space,"10 Bd Thomas Gobert, Palaiseau, France, 91120."
IQ spacecom,E21,Manufacturing | Subsystem / Systems Supplier | Communications & Ground Systems,https://www.iq-spacecom.com/,"Ernst-Lau-Straße 5, Berlin, Germany, 12489."
Iris Technology Corporation,113,Design / Engineering Services | Electronics Manufacturing | Test & Measurement,http://www.iristechnology.com,"2811 McGaw Avenue, Suite A, Irvine, CA, United States, 92614."
ISISPACE,B19,Launch Services | Satellite Operations / Development | Subsystem / Systems Supplier,https://www.isispace.nl/,"Motorenweg 23, Delft, Zuid-Holland, Netherlands, 2623CR."
ISOCOM Limited,L27,Design / Engineering Services | Components – Electronic / Electrical | Electronics Manufacturing,http://www.isocom.uk.com,"2 Fern Court, Bracken Hill Business Park, Peterlee, County Durham, United Kingdom, SR8 2RR."
ispace EUROPE S.A.,J45,Launch Services | Research | Subsystem / Systems Supplier,https://ispace-inc.com/,"5, Rue de l’Industrie, Luxembourg, Luxembourg, L-1811."
ISQ,C09,Design / Engineering Services | Launch Services | Test & Measurement,https://isqgroup.com/,"Av. Dr. Mário Soares 35, Porto Salvo, Portugal, 2740-119 PORTO SALVO."
ISU Incubator,S27,Academia,https://incubator.isunet.edu/,"1 rue Jean-Dominique Cassini, Parc d'Innovation, Illkirch-Graffenstaden, France, 67400."
ITA - ITALIAN TRADE AGENCY,P10,Military / Government,https://www.ice.it/en,"Via Liszt 21, Roma, Roma, Italy, 00144."
ITA - ITALIAN TRADE AGENCY,P18,Security / Government,https://www.ice.it/en,"Via Liszt 21, Roma, Roma, Italy, 00144."
ITA - ITALIAN TRADE AGENCY,Q11,Military / Government,https://www.ice.it/en,"Via Liszt 21, Roma, Roma, Italy, 00144."
ITA - ITALIAN TRADE AGENCY,Q19,Military / Government,https://www.ice.it/en,"Via Liszt 21, Roma, Roma, Italy, 00144."
Italian Institute of Welding,120,Engineering Consultancy | Research | Academia,http://www.iis.it/en/italian-institute-welding,"Sede di Genova, Lungobisagno Istria, 15A, Genova GE, ITALY, Italy, 16141."
JAE Europe Ltd.,Y04,Components – Electronic / Electrical | Electronics Manufacturing | Subsystem / Systems Supplier,http://www.jae.com,"Itterpark 5, Hilden, Germany, 40724."
Jaltek,Y36,Engineering Consultancy | Design / Engineering Services | Electronics Manufacturing,http://www.jaltek.com,"Jaltek Systems Unit 13, Dencora Way, Sundon Park,, Luton, Bedfordshire, United Kingdom, LU3 3HP."
Jama Software,R46,Software Supplier / Developer | Satellite Operations / Development | Communications & Ground Systems,http://www.jamasoftware.com,"Amsterdam Queens Tower, Delflandlaan 1, Amsterdam, Netherlands, 1062EA."
Japan Aerospace Exploration Agency (JAXA),W31,Research | Security / Government,https://global.jaxa.jp/,"7-44-1 Jindaiji Higashi-machi, Chofu-shi, Tokyo, Japan, 182-8522."
JAXA - Japan Aerospace Exploration Agency,W31,Research | Security / Government,http://www.jaxa.jp,"Ochanomizu Sola City, 4-6 Kandasurugadai, Chiyoda-ku, Tokyo, Japan, 101-8008."
Jena-Optronik GmbH,E18,Components – Electronic / Electrical | Components – Mechanical / Other | Subsystem / Systems Supplier,http://www.jena-optronik.de,"Otto-Eppenstein-Straße 3, Jena, Germany, 07745."
JENOPTIK I Optical Systems,M48,Optics | Security / Government,http://www.jenoptik.com,"Goeschwitzer Strasse 25, Jena, Germany, 07745."
Johann Maier GmbH & Co. KG,H47,Components – Mechanical / Other | Manufacturing | Test & Measurement,http://www.johann-maier.de,"Schockenriedstr. 38, Stuttgart, Germany, 70565."
Jotne Connect,Z15,Design / Engineering Services | Research | Software Supplier / Developer,https://www.jotneconnect.com,"Grenseveien 107, Oslo, Norway, 0607."
JRI4Space,T15,Academia,https://www.space4relaunch.be/jri4space,"Galaxia - Devant les Hêtres 2, Libin, Wallonie, Belgium, 6890."
Julabo Gmbh,H56,Research | Test & Measurement,http://www.julabo.com,"Gerhard-Juchheim-Straße 1, Seelbach, Baden-Württemberg, Germany, 77960."
Just Vacuum GmbH,L53,Research | Manufacturing | Test & Measurement,http://www.justvacuum.com,"Daimlerstraße 17, Landstuhl, Germany, 66849."
KAMAKA Electronic Bauelemente Vertriebs GmbH,G34,Components – Electronic / Electrical | Optics | Security / Government,http://www.kamaka.de,"Ulmer Strasse 130, Aalen, Germany, 73431."
Kampf Telescope Optics GmbH,J53,Optics | Subsystem / Systems Supplier | Communications & Ground Systems,http://www.ktoptics.de,"Geisenhausenerstrasse 11a, Munich, Germany, 81379."
KAYA Vision,Z14,Components – Electronic / Electrical | Optics,http://www.kaya.vision,"20283 State Road 7, Boca Raton, FL, United States, 33498."
Kepler Communications,J37,Communications & Ground Systems,https://kepler.space/,"24 Ward St, Toronto, Ontario, Canada, M6H 4A6."
Kern Microtechnik GmbH,Y17,Components – Mechanical / Other | Manufacturing | Optics,http://www.kern-microtechnik.com,"Olympiastraße 2, Eschenlohe, Bavaria, Germany, 82438."
Keysight Technologies,X15,Engineering Consultancy | Software Supplier / Developer | Test & Measurement,http://www.keysight.com,"Herrenberger Str. 130, Böblingen, Germany, 71034."
"KIKUCHISEIKI CO.,LTD.",T46,Design / Engineering Services | Manufacturing,http://www.kikuchiseiki.com,"1047-5,Mukouyama, Naka, Ibaraki, Japan, 311-0102."
KISPE,116,Engineering Consultancy | Design / Engineering Services | Satellite Operations / Development,http://www.kispe.co.uk,"Building A2, Cody Technology Park, Old Ively Road, Farnborough, Hampshire, United Kingdom, GU14 0LZ."
Kistler Instrumente GmbH,M36,Research | Satellite Operations / Development | Test & Measurement,http://www.kistler.com,"Umberto-Nobile-Straße 14, Sindelfingen, Germany, 71063."
Klepsydra Technologies AG,C55,Software Supplier / Developer | Satellite Operations / Development | Subsystem / Systems Supplier,https://klepsydra.com/,"Rosenbergstrasse 29B, Zug, Zurich, Switzerland, 6300."
KMSense Aerospace Solutions B.V.,D34,Electronics Manufacturing | Subsystem / Systems Supplier | Test & Measurement,http://www.kmsense.com,"Kapteynstraat 1, 2201BB, Noordwijk, Netherlands, 2201BB."
Knight Optical,Z35,Components – Mechanical / Other | Optics | Test & Measurement,http://www.knightoptical.com,"Unit 4 Roebuck Business Park Harrietsham, Maidstone, Kent, United Kingdom, ME17 1AB."
Komes Sp. z o.o.,Y30,Engineering Consultancy | Components – Electronic / Electrical | Components – Mechanical / Other,http://komes.pl,"ul. Na Grobli 34, Wrocław, Poland, 50-421."
Kongsberg Defence & Aerospace AS,103,Software Supplier / Developer | Communications & Ground Systems,https://www.kongsberg.com/kda/what-we-do/space/connecting-space--earth/Space-Ground-Systems/,"Prestvannvegen 38, Tromsø, Norway, 9011."
Kongsberg NanoAvionics,D30,Design / Engineering Services | Manufacturing | Satellite Operations / Development,http://www.nanoavionics.com,"Mokslininku str. 2A, Vilnius, Lithuania, LT-08412."
Korea Aerospace Research Institute,Y07,Launch Services | Research | Satellite Operations / Development,http://www.kari.re.kr,"169-84 Gwahak-ro, Yuseong-GU, Dae-Jeon, South Korea, 34133."
Korea Association for Space Technology Promotion,Y35,Media / Association | Academia | Security / Government,http://en.kasp.or.kr,"Room 1211Building Bwoorim lions Valley 168 Gasan Digitl1-r0, Geumcheon-gu, Seoul, South Korea, 08507."
KOTA,N30,Research | Software Supplier / Developer | Academia,https://kota-app.com/,"Siennicka 36, 5, Warszawa, Masovia, Poland, 04-393."
KP Labs,E44,Software Supplier / Developer | Components – Electronic / Electrical | Satellite Operations / Development,http://www.kplabs.pl,"Bojkowska 37J, Gliwice, Poland, 44-100."
KP Labs,N30,Software Supplier / Developer | Components – Electronic / Electrical | Satellite Operations / Development,http://www.kplabs.space,"Bojkowska 37J, Gliwice, Poland, 44-100."
Kreios Space,S26,Research | Satellite Operations / Development | Subsystem / Systems Supplier,https://www.kreiosspace.com,"Sant Vicenç 31 2nd 4th B, Igualada, Spain, 08700."
Krempel Industries Ltd,A05,Components – Mechanical / Other | Manufacturing | Communications & Ground Systems,http://www.krempel.com,"Clovelly Road, Bideford, Devon, United Kingdom, EX39 3EX."
KSAT - Kongsberg Satellite Services AS,B33,Satellite Operations / Development | Communications & Ground Systems,http://www.ksat.no,"Prestvannveien 38, Tromsø, Norway, 9011."
KSat e.V. – University of Stuttgart,811,Research | Academia | Satellite Operations / Development,http://www.ksat-stuttgart.de,"Institute for Space Systems, Pfaffenwaldring 29, Stuttgart, Baden-Württemberg, Germany, 70569."
KUGLER GmbH Feinmechanik + Optik,411,Components – Mechanical / Other | Optics,http://www.kugler-precision.com,"Heiligenberger Strasse 100, Salem, Germany, 88682."
Kulite Semiconductor Products Inc,ZZ29,Components – Electronic / Electrical | Test & Measurement,http://www.kulite.com/,"One Willow Tree Road, Leonia, NJ, United States, 07605."
KYOCERA Fineceramics Europe GmbH,X24,Materials Supplier | Components – Mechanical / Other | Manufacturing,https://www.kyocera-fineceramics.de/en/,"Lorenz-Hutschenreuther-Straße 81, Selb, Bavaria, Germany, 95100."
LACO Technologies Inc,W37,Manufacturing | Subsystem / Systems Supplier | Test & Measurement,http://www.lacotech.com,"3085 West Directors Row, Salt Lake City, UT, United States, 84104."
Lainsheng Technology Co. Ltd,ZZ17,Design / Engineering Services | Components – Mechanical / Other | Interconnect / Cable & Wire,http://www.lainshen.com,"No. 476, Huantai E. Rd., Beitun Dist.,, Taichung City, Taiwan (Province of China), 406."
Lamb Space,E29,Components – Mechanical / Other | Manufacturing | Subsystem / Systems Supplier,http://www.lambspace.com,"Humboldtstrasse 15, Heiligenhaus, NRW, Germany, 42579."
